,Timestamp,PSM_xyz,PSM_roll_pitchGripper_angle_radians,Puzzle_position_xyz,Gripper_angle_radians,PSM_roll_pitch,Input_L
553,1652781757.9525008,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6e40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '254.51254272460938', 'y': '84.91879272460938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
554,1652781757.9766946,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6340>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '253.44680786132812', 'y': '107.664794921875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
555,1652781757.99944,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6640>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '253.09158325195312', 'y': '121.17031860351562', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
556,1652781758.021166,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a64c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '253.09158325195312', 'y': '130.05548095703125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
557,1652781758.0442624,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6b40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '253.80203247070312', 'y': '137.51907348632812', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
558,1652781758.0682545,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6c40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '254.51254272460938', 'y': '143.56103515625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
559,1652781758.0919032,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6f40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '256.28863525390625', 'y': '148.89205932617188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
560,1652781758.1151042,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6040>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '257.70953369140625', 'y': '152.09075927734375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
561,1652781758.1383772,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a65c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '259.13043212890625', 'y': '155.2894287109375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
562,1652781758.1628191,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6d40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '260.5513610839844', 'y': '158.1326904296875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
563,1652781758.1835613,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8b1e40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '263.0379333496094', 'y': '162.75296020507812', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
564,1652781758.2093468,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6dc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '263.0379333496094', 'y': '163.81918334960938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
565,1652781758.2329676,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6140>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '264.4588317871094', 'y': '166.6624755859375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
566,1652781758.2550395,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c21c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '266.2349548339844', 'y': '170.57192993164062', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
567,1652781758.2790117,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2440>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '267.3006591796875', 'y': '173.7706298828125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
568,1652781758.3026953,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2540>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '267.6558837890625', 'y': '177.32470703125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
569,1652781758.3257446,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c20c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '268.3663330078125', 'y': '180.16793823242188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
570,1652781758.3531992,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c22c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '268.3663330078125', 'y': '182.65579223632812', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
571,1652781758.375491,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c26c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '268.3663330078125', 'y': '185.49905395507812', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
572,1652781758.3976035,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c23c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '268.3663330078125', 'y': '186.56527709960938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
573,1652781758.419125,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c25c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '268.3663330078125', 'y': '186.92071533203125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
574,1652781758.4447699,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c27c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '268.3663330078125', 'y': '187.27609252929688', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
575,1652781758.4649222,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2840>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '267.6558837890625', 'y': '187.98690795898438', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
576,1652781758.4876158,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c28c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '266.2349548339844', 'y': '189.76394653320312', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
577,1652781758.510895,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2940>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '259.84088134765625', 'y': '192.96258544921875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
578,1652781758.5344975,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c29c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '238.1720733642578', 'y': '195.80587768554688', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
579,1652781758.5581415,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2a40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '224.3182373046875', 'y': '197.93832397460938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
580,1652781758.5810592,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2ac0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '220.76596069335938', 'y': '200.07080078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
581,1652781758.6030307,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2b40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '218.6345977783203', 'y': '201.49237060546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
582,1652781758.624674,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2bc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '218.27938842773438', 'y': '201.84783935546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
583,1652781758.6474974,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2c40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '202.20321655273438', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
584,1652781758.7176144,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c24c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '202.55859375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
585,1652781758.7587633,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2240>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '202.91403198242188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
586,1652781758.7789612,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2040>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '203.62484741210938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
587,1652781758.802558,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2640>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '204.33563232421875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
588,1652781758.8248065,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2f40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '205.04644775390625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
589,1652781758.8491628,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2dc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.5689239501953', 'y': '206.1126708984375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
590,1652781758.8706903,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2cc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '217.92416381835938', 'y': '207.17892456054688', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
591,1652781758.8935971,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2ec0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '218.6345977783203', 'y': '207.8897705078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
592,1652781758.9168725,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2d40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '219.70028686523438', 'y': '209.31134033203125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
593,1652781758.9390924,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2140>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '221.12118530273438', 'y': '210.3775634765625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
594,1652781758.963963,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8a6ec0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '222.89730834960938', 'y': '211.08837890625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
595,1652781758.9881406,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2340>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '224.3182373046875', 'y': '211.79922485351562', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
596,1652781759.010155,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2740>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '225.7391357421875', 'y': '212.15460205078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
597,1652781759.0334852,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898440>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '227.16004943847656', 'y': '212.15460205078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
598,1652781759.0570736,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8980c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '228.22572326660156', 'y': '212.51004028320312', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
599,1652781759.0798423,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8982c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '229.29141235351562', 'y': '212.86541748046875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
600,1652781759.1041653,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8983c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '232.13320922851562', 'y': '213.22088623046875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
601,1652781759.127347,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898040>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '233.90936279296875', 'y': '213.22088623046875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
602,1652781759.1515315,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898140>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '234.6197967529297', 'y': '213.22088623046875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
603,1652781759.1746736,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898340>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '237.46160888671875', 'y': '213.57623291015625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
604,1652781759.1973991,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898240>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '238.88250732421875', 'y': '213.931640625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
605,1652781759.2210345,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8984c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '240.30343627929688', 'y': '214.28707885742188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
606,1652781759.2450144,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898640>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '241.36912536621094', 'y': '214.6424560546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
607,1652781759.269463,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8986c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '241.72433471679688', 'y': '214.6424560546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
608,1652781759.2925224,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898740>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '242.79002380371094', 'y': '214.99789428710938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
609,1652781759.3140364,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8987c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '243.14524841308594', 'y': '214.99789428710938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
610,1652781759.3850837,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898cc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '243.50045776367188', 'y': '215.353271484375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
611,1652781759.4531968,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8981c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
612,1652781759.8714328,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898dc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '176.0074005126953', 'y': '138.2298583984375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
613,1652781759.8963082,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898840>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '191.2821502685547', 'y': '147.470458984375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
614,1652781759.9175599,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898c40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '194.12396240234375', 'y': '148.89205932617188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
615,1652781759.9403868,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898e40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '195.90008544921875', 'y': '149.6029052734375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
616,1652781759.9627914,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898ac0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '198.3866729736328', 'y': '150.66909790039062', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
617,1652781759.9849715,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8988c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '199.09713745117188', 'y': '151.0245361328125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
618,1652781760.008831,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898ec0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '199.80760192871094', 'y': '151.0245361328125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
619,1652781760.0316272,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898940>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '200.51803588867188', 'y': '151.37994384765625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
620,1652781760.054865,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898f40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '201.22850036621094', 'y': '151.37994384765625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
621,1652781760.0777867,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898b40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '201.58372497558594', 'y': '151.37994384765625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
622,1652781760.1034467,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898a40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '202.294189453125', 'y': '151.7353515625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
623,1652781760.1461608,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f898bc0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '202.64939880371094', 'y': '151.7353515625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
624,1652781760.2907794,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8c2e40>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '201.58372497558594', 'y': '151.0245361328125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
625,1652781760.312584,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f8985c0>,"(0.0, 0.0)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '199.80760192871094', 'y': '149.95834350585938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
