,Timestamp,PSM_xyz,PSM_roll_pitchGripper_angle_radians,Puzzle_position_xyz,Gripper_angle_radians,PSM_roll_pitch,Input_L
2019,1652781892.1077256,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7147c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '179.55967712402344', 'y': '65.72674560546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2020,1652781892.1483235,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714cc0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '188.7955780029297', 'y': '68.57000732421875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2021,1652781892.1923,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714b40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '191.6373748779297', 'y': '69.28082275390625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2022,1652781892.2397194,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714e40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '195.1896514892578', 'y': '69.63619995117188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2023,1652781892.2816453,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7149c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '198.0314483642578', 'y': '69.63619995117188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2024,1652781892.3265002,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714d40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '202.294189453125', 'y': '68.92538452148438', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2025,1652781892.3699484,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714dc0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '207.26734924316406', 'y': '68.214599609375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2026,1652781892.4110806,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714940>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '208.33303833007812', 'y': '68.214599609375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2027,1652781892.474252,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714640>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '208.68826293945312', 'y': '68.214599609375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2028,1652781892.518128,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714ac0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '210.10916137695312', 'y': '67.5037841796875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2029,1652781892.5621321,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714f40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '215.7928009033203', 'y': '66.79296875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2030,1652781892.6056561,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f737e40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '222.54209899902344', 'y': '66.79296875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2031,1652781892.6482246,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714a40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '232.48843383789062', 'y': '66.79296875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2032,1652781892.6916268,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714ec0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '238.88250732421875', 'y': '66.43756103515625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2033,1652781892.73522,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7301c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '242.434814453125', 'y': '63.2388916015625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2034,1652781892.7840672,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730440>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2035,1652781893.004816,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7302c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '129.1174774169922', 'y': '50.799652099609375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2036,1652781893.0518715,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730240>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '153.6281280517578', 'y': '42.98065185546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2037,1652781893.101221,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730040>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '164.99537658691406', 'y': '41.55902099609375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2038,1652781893.1491945,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7300c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '169.6133270263672', 'y': '42.26983642578125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2039,1652781893.196312,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7305c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '176.0074005126953', 'y': '44.40234375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2040,1652781893.2448976,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730540>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '179.20445251464844', 'y': '45.113128662109375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2041,1652781893.28573,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730140>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '180.27012634277344', 'y': '45.113128662109375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2042,1652781893.3289707,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7307c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '180.98057556152344', 'y': '45.113128662109375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2043,1652781893.3721778,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7308c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '182.7567138671875', 'y': '45.113128662109375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2044,1652781893.416273,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730940>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '184.8880615234375', 'y': '44.7576904296875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2045,1652781893.4605238,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7309c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '185.59852600097656', 'y': '44.40234375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2046,1652781893.5023243,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730a40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '185.9537811279297', 'y': '44.7576904296875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2047,1652781893.5459714,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730ac0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '183.1119384765625', 'y': '49.7333984375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2048,1652781893.5874796,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730b40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '175.6521759033203', 'y': '57.552337646484375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2049,1652781893.6339495,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730bc0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '169.9685516357422', 'y': '65.37130737304688', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2050,1652781893.6783564,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730c40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '167.48196411132812', 'y': '69.28082275390625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2051,1652781893.7413318,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730d40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '167.48196411132812', 'y': '69.63619995117188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2052,1652781893.7912328,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730340>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '164.64015197753906', 'y': '72.12408447265625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2053,1652781893.8343184,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730cc0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '157.89083862304688', 'y': '76.38897705078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2054,1652781893.8796887,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730f40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '155.04904174804688', 'y': '78.166015625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2055,1652781893.9207535,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730dc0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '153.6281280517578', 'y': '79.587646484375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2056,1652781893.9630756,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730e40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '152.91766357421875', 'y': '79.587646484375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2057,1652781894.0041754,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730640>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '151.85198974609375', 'y': '80.65386962890625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2058,1652781894.046599,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730840>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '150.78631591796875', 'y': '81.36468505859375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2059,1652781894.2981691,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730740>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '150.78631591796875', 'y': '81.72006225585938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2060,1652781894.3644047,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f714240>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '149.7206268310547', 'y': '82.07550048828125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2061,1652781894.5149324,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7303c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '149.36541748046875', 'y': '82.07550048828125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2062,1652781894.5575838,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f7304c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '142.97132873535156', 'y': '80.65386962890625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2063,1652781894.5993052,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f730ec0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '125.92044067382812', 'y': '72.83489990234375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2064,1652781894.6418052,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c1c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '102.47550201416016', 'y': '57.19696044921875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2065,1652781894.684877,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c440>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '95.7261962890625', 'y': '53.64288330078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2066,1652781894.7272904,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c540>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '94.3052749633789', 'y': '53.2874755859375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2067,1652781894.7688136,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c0c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2068,1652781939.1945443,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c3c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '84.35893249511719', 'y': '133.96502685546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2069,1652781939.2352753,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c940>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '87.20073699951172', 'y': '118.68246459960938', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2070,1652781939.276802,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c740>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '87.55596923828125', 'y': '116.90542602539062', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2071,1652781939.3393848,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c240>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '87.55596923828125', 'y': '116.55001831054688', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2072,1652781939.441073,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72ca40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '87.20073699951172', 'y': '116.194580078125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2073,1652781939.4848492,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72cb40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '80.45143127441406', 'y': '133.60955810546875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2074,1652781939.5248432,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c340>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '76.5439453125', 'y': '145.69342041015625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2075,1652781939.5658336,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c5c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '74.41258239746094', 'y': '160.26510620117188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2076,1652781939.61048,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c140>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '71.21554565429688', 'y': '176.61386108398438', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2077,1652781939.6511407,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c040>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '69.08419036865234', 'y': '190.47479248046875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2078,1652781939.6930776,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c8c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '66.24237060546875', 'y': '200.78155517578125', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2079,1652781939.7355173,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c840>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '62.33488464355469', 'y': '208.24514770507812', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2080,1652781939.7763112,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c7c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2081,1652781940.0968127,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72cf40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '95.7261962890625', 'y': '135.3865966796875', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2082,1652781940.136036,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c2c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '77.609619140625', 'y': '126.14602661132812', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2083,1652781940.1781304,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c9c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '58.42738342285156', 'y': '116.90542602539062', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2084,1652781940.2156847,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72cdc0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '39.60036849975586', 'y': '105.88775634765625', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2085,1652781940.2568185,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72c6c0>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '16.865863800048828', 'y': '88.11740112304688', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
2086,1652781940.299119,"[-3.1407747001462494, 0.0835585132023993, 1.4069223133855504]",,<coroutine object RemoteAPIClient.call at 0x7fca1f72cc40>,"(1.3877787807814457e-17, 1.3877787807814457e-17)","(-0.13910330832004547, 0.10553038120269775)","{'action': 'joystick1', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '3'}"
