,Timestamp,PSM_xyz,PSM_roll_pitch,Gripper_angle_radians,Puzzle_position_xyz,smartphone_input
97,1652784796.6641443,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.055393148213624954, 1.3817172050476074]","{'action': 'joystick1', 'x': '129.82794189453125', 'y': '86.34909057617188', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
98,1652784796.7452192,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.055393122136592865, 1.3817172050476074]","{'action': 'joystick1', 'x': '129.82794189453125', 'y': '86.70452880859375', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
99,1652784796.7861655,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539313703775406, 1.3817172050476074]","{'action': 'joystick1', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
100,1652784797.1985385,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539317801594734, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '115.246826171875', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
101,1652784797.2222166,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539315938949585, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '135.86041259765625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
102,1652784797.255827,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539313703775406, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '176.7322998046875', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
103,1652784797.2815545,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539314076304436, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '197.34600830078125', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
104,1652784797.3162894,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539313703775406, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '206.2310791015625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
105,1652784797.3396127,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539314076304436, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '226.48931884765625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
106,1652784797.3762636,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539316684007645, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
107,1652784797.844267,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539307743310928, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '99.60888671875', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
108,1652784797.8695064,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539308860898018, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '150.78753662109375', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
109,1652784797.9031856,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539307743310928, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '184.1959228515625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
110,1652784797.9267373,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539305880665779, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '220.80279541015625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
111,1652784797.9595704,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539306253194809, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '226.48931884765625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
112,1652784797.9813297,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.05539308860898018, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
113,1652784798.4878664,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710667610168457, 0.0553930401802063, 1.3817172050476074]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '136.5712890625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
114,1652784798.5372522,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.171046733856201, 0.05545445531606674, 1.3819029331207275]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '117.73468017578125', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
115,1652784798.5746217,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710307598114014, 0.05549580603837967, 1.3821971416473389]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '63.001953125', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
116,1652784798.638624,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1710777282714844, 0.055260516703128815, 1.387257695198059]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '42.38824462890625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
117,1652784798.6664178,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.171192169189453, 0.05493239313364029, 1.3881150484085083]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '26.75030517578125', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
118,1652784798.7039597,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1712186336517334, 0.05493506044149399, 1.3890256881713867]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '26.39495849609375', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
119,1652784798.8132374,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1711878776550293, 0.05507226288318634, 1.3887252807617188]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '25.32867431640625', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
120,1652784798.8347833,"[-3.166044370939401, 0.0838773076642058, 1.4211776709595207]","(-0.13910330832004547, 0.10553038120269775)","(0, 0)","[-3.1711843013763428, 0.055073194205760956, 1.388748288154602]","{'action': 'joystick2', 'x': '100', 'y': '100', 'z': '100', 'o': 0, 'c': 0, 's': 0, 'sensitivity': '1'}"
